## templates (a): scripts/fuzz.sh replay
# class | filed inputs | signature | shortest culprit (bytes: hex, first 64 bytes)
L1 opaque ANY: version contents not parsed | 1 | old-ERR-new-ERR+date-new-only--in-app-whole--old-receipt-payload-is-not-valid-ASN-#-truncated-ASN-#-value--new-ok @in-app SET: truncated ASN.1 value: version, inside it | 185: 31803080020206a5020101248004010204020101000000003080020206a6020101248004070c0c706173732e04077072656d69756d000000003080020206a7ef
L1 opaque ANY: version contents not parsed | 4 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-double-wrap-is-not-valid-ASN-#-multi-byte-ASN-#-tags-are-not-supported--new-unparseable-receipt-date @double wrap: multi-byte ASN.1 tags are not supported: version, inside it | 718: 048202ca318202c6300c0202270f0201010403010203301102011302010104092c0704013104022e303013020103020101040b2c090402312e0403322e333010
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-double-wrap-is-not-valid-ASN-#-truncated-ASN-#-value--new-attribute-value-is-not-a-UTF#String-or-IA#String @double wrap: truncated ASN.1 value: version, inside it | 718: 048202ca318202c6300c0202270f0201010403010203301102011302010104092c0704013104022e303013020103020101040b2c090402312e0403322e333010
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-double-wrap-is-not-valid-ASN-#-truncated-ASN-#-value--new-bmpstring-is-wrong-length-nested-asn#-error-nested-asn#-error @double wrap: truncated ASN.1 value: version, inside it | 718: 048202ca318202c6300c0202270f0201010403010203301102011302010104092c0704013104022e303013020103020101040b2c090402312e0403322e333010
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-double-wrap-is-not-valid-ASN-#-truncated-ASN-#-value--new-boolean-is-wrong-length-nested-asn#-error-nested-asn#-error @double wrap: truncated ASN.1 value: version, inside it | 718: 048202ca318202c6300c0202270f0201010403010203301102011302010104092c0704013104022e303013020103020101040b2c090402312e0403322e333010
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-double-wrap-is-not-valid-ASN-#-truncated-ASN-#-value--new-field-missing-nested-asn#-error @double wrap: truncated ASN.1 value: version, inside it | 650: 0482028631820282300c0202270f0201010403010203300d02011302010104050c03312e30300f02010302010104070c05312e322e3330100201040201010408
L1 opaque ANY: version contents not parsed | 8 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-double-wrap-is-not-valid-ASN-#-truncated-ASN-#-value--new-generalizedtime-is-too-short-nested-asn#-error-nested-asn#-error @double wrap: truncated ASN.1 value: version, inside it | 718: 048202ca318202c6300c0202270f0201010403010203301102011302010104092c0704013104022e303013020103020101040b2c090402312e0403322e333010
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-double-wrap-is-not-valid-ASN-#-truncated-ASN-#-value--new-header-too-long-bad-object-header-nested-asn#-error @double wrap: truncated ASN.1 value: version, inside it | 718: 048202ca318202c6300c0202270f0201010403010203301102011302010104092c0704013104022e303013020103020101040b2c090402312e0403322e333010
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-double-wrap-is-not-valid-ASN-#-truncated-ASN-#-value--new-header-too-long-bad-object-header-nested-asn#-error-nested-asn#-error @double wrap: truncated ASN.1 value: version, inside it | 718: 048202ca318202c6300c0202270f0201010403010203301102011302010104092c0704013104022e303013020102020101040b2c090402312e0403322e333010
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-double-wrap-is-not-valid-ASN-#-truncated-ASN-#-value--new-header-too-long-bad-object-header-nested-asn#-error-nested-asn#-error-nested-asn#-er @double wrap: truncated ASN.1 value: version, inside it | 650: 0482028631820282300c0202270f0201000403010203300d02011302010104050c03312e30300f02010371010104070c05312e322e3330100201040201010408
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-double-wrap-is-not-valid-ASN-#-truncated-ASN-#-value--new-illegal-padding-nested-asn#-error-nested-asn#-error @double wrap: truncated ASN.1 value: version, inside it | 718: 048202ca318202c6300c0202270f0201010403010203301102011302010104092c0704013104022e303013020103020101040b2c090402312e0403322e333010
L1 opaque ANY: version contents not parsed | 4 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-double-wrap-is-not-valid-ASN-#-truncated-ASN-#-value--new-illegal-zero-content @double wrap: truncated ASN.1 value: version, inside it | 718: 048202ca318202c6300c0202270f0201010403010203301102011302010104092c0704013104022e303013020103020101040b2c090402312e0403322e333010
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-double-wrap-is-not-valid-ASN-#-truncated-ASN-#-value--new-illegal-zero-content-nested-asn#-error-nested-asn#-error @double wrap: truncated ASN.1 value: version, inside it | 718: 048202ca318202c6300c0202270f0201010403010203301102011302010104092c0704013104022e303013020103020101040b2c090402312e0403322e333010
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-double-wrap-is-not-valid-ASN-#-truncated-ASN-#-value--new-invalid-object-encoding-nested-asn#-error-nested-asn#-error @double wrap: truncated ASN.1 value: version, inside it | 718: 048202ca318202c6300c0202270f0201010403010203301102011302010104092c0704013104022e303013020103020101040b2c090402312e0403322e333010
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-double-wrap-is-not-valid-ASN-#-truncated-ASN-#-value--new-missing-eoc @double wrap: truncated ASN.1 value: version, inside it | 718: 048202ca318202c6300c0202270f0201010403010203301102011302010104092c0704013104022e303013020103020101040b2c090402312e0403322e333010
L1 opaque ANY: version contents not parsed | 4 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-double-wrap-is-not-valid-ASN-#-truncated-ASN-#-value--new-missing-eoc-nested-asn#-error @double wrap: truncated ASN.1 value: version, inside it | 718: 048202ca318202c6300c0202270f0201010403010203301102011302010104092c0704013104022e303013020103020101040b2c090402312e0403322e333010
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-double-wrap-is-not-valid-ASN-#-truncated-ASN-#-value--new-missing-eoc-nested-asn#-error-nested-asn#-error @double wrap: truncated ASN.1 value: version, inside it | 718: 048202ca318202c6300c0202270f0201010403010203301102011302010104092c0704013104022e303013020103020101040b2c090402312e0403322e333010
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-double-wrap-is-not-valid-ASN-#-truncated-ASN-#-value--new-mstring-not-universal @double wrap: truncated ASN.1 value: version, inside it | 718: 048202ca318202c6300c0202270f0201010403010203301102011302010104092c0704013104022e303013020103020101040b85090402312e0403322e333010
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-double-wrap-is-not-valid-ASN-#-truncated-ASN-#-value--new-mstring-wrong-tag @double wrap: truncated ASN.1 value: version, inside it | 718: 048202ca318202c6300c0202270f0201010403010203301102011302010104092c0704013104022e303013020103020101040b2c090402312e0403322e333010
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-double-wrap-is-not-valid-ASN-#-truncated-ASN-#-value--new-negative-receipt-integer @double wrap: truncated ASN.1 value: version, inside it | 718: 048202ca318202c6300c0202270f0201010403010203301102011302010104092c0704013104022e303013020102020101040b2c090402312e0403322e333010
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-double-wrap-is-not-valid-ASN-#-truncated-ASN-#-value--new-null-is-wrong-length-nested-asn#-error-nested-asn#-error @double wrap: truncated ASN.1 value: version, inside it | 718: 048202ca318202c6300c0202270f0201010403010203301102011302010104092c0704013104022e303013020103020101040b2c090402312e0403322e333010
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-double-wrap-is-not-valid-ASN-#-truncated-ASN-#-value--new-sequence-length-mismatch-nested-asn#-error @double wrap: truncated ASN.1 value: version, inside it | 650: 0482028631820282300c0202270f0201010403010203300d02011302010104050c03312e30300f02010302010104070c05312e322e3330100201040201010408
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-double-wrap-is-not-valid-ASN-#-truncated-ASN-#-value--new-sequence-not-constructed-nested-asn#-error @double wrap: truncated ASN.1 value: version, inside it | 718: 048202ca318202c6300c0202270f0201010403010203301102011302010104092c0704013104022e303013020103020101040b2c090402312e0403322e333010
L1 opaque ANY: version contents not parsed | 5 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-double-wrap-is-not-valid-ASN-#-truncated-ASN-#-value--new-string-too-short-nested-asn#-error-nested-asn#-error @double wrap: truncated ASN.1 value: version, inside it | 718: 048202ca318202c6300c0202270f0201010403010203301102011302010104092c0704013104022e303013020103020101040b2c090402312e0403322e333010
L1 opaque ANY: version contents not parsed | 3 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-double-wrap-is-not-valid-ASN-#-truncated-ASN-#-value--new-too-large-INTEGER-wider-than-##-bits @double wrap: truncated ASN.1 value: version, inside it | 718: 048202ca318202c6300c0202270f0201010403010203301102011302010104092c0704013104022e303013020103020101040b2c090402312e0403322e333010
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-double-wrap-is-not-valid-ASN-#-truncated-ASN-#-value--new-too-long-bad-object-header-nested-asn#-error @double wrap: truncated ASN.1 value: version, inside it | 718: 048202ca318202c6300c0202270f0201010403010203301102011302010104092c0704013104022e303013020103020101040b2c090402312e0403322e333010
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-double-wrap-is-not-valid-ASN-#-truncated-ASN-#-value--new-too-long-bad-object-header-nested-asn#-error-nested-asn#-error @double wrap: truncated ASN.1 value: version, inside it | 718: 048202ca318202c6300c0202270f0201010403010203301102011302010104092c0704013104022e303013020103020101040b2c090402312e0403322e333010
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-double-wrap-is-not-valid-ASN-#-truncated-ASN-#-value--new-too-long-bad-object-header-nested-asn#-error-nested-asn#-error-nested-asn#-error @double wrap: truncated ASN.1 value: version, inside it | 718: 048202ca318202c6300c0202270f0201010403010203301102011302010104092c0704013104022e303013020103020101040b2c090402312e0403322e333010
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-double-wrap-is-not-valid-ASN-#-truncated-ASN-#-value--new-trailing-bytes @double wrap: truncated ASN.1 value: version, inside it | 650: 0482028631820282300c0202270f0201010403010203300d02011302010104050c03312e30300f02010302010104070c05312e322e3330100201040201010408
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-double-wrap-is-not-valid-ASN-#-truncated-ASN-#-value--new-type-not-constructed-nested-asn#-error-nested-asn#-error @double wrap: truncated ASN.1 value: version, inside it | 718: 048202ca318202c6300c0202270f0201010403010203301102011302010104092c0704013104022e303013020103020101040b2c090402312e0403322e333010
L1 opaque ANY: version contents not parsed | 4 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-double-wrap-is-not-valid-ASN-#-truncated-ASN-#-value--new-type-not-primitive @double wrap: truncated ASN.1 value: version, inside it | 718: 048202ca318202c6300c0202270f0201010403010203301102011302010104092c0704013104022e303013020103020101040b2c090402312e0403322e333010
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-double-wrap-is-not-valid-ASN-#-truncated-ASN-#-value--new-type-not-primitive-nested-asn#-error-nested-asn#-error @double wrap: truncated ASN.1 value: version, inside it | 718: 048202ca318202c6300c0202270f0201010403010203301102011302010104092c0704013004022e303013020103020101040b2c090402312e0403322e333010
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-double-wrap-is-not-valid-ASN-#-truncated-ASN-#-value--new-unexpected-eoc @double wrap: truncated ASN.1 value: version, inside it | 718: 048202ca318202c6300c0202270f0201010403010203301102011302010104092c0704013104022e303013020103020101040b2c090402312e0403322e333010
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-double-wrap-is-not-valid-ASN-#-truncated-ASN-#-value--new-unexpected-eoc-nested-asn#-error @double wrap: truncated ASN.1 value: version, inside it | 718: 048202ca318202c6300c0202270f0201010403010203301102011302010104092c0704013104022e303013020103020101040b2c090402312e0403322e333010
L1 opaque ANY: version contents not parsed | 11 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-double-wrap-is-not-valid-ASN-#-truncated-ASN-#-value--new-unexpected-eoc-nested-asn#-error-nested-asn#-error @double wrap: truncated ASN.1 value: version, inside it | 718: 048202ca318202c6300c0202270f0201010403010203301102011302010104092c0704013104022e303013020103020101040b2c090402312e0403322e333010
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-double-wrap-is-not-valid-ASN-#-truncated-ASN-#-value--new-unparseable-receipt-date @double wrap: truncated ASN.1 value: version, inside it | 718: 048202ca318202c6300c0202270f0201010403010203301102011302010104092c0704013104022e303013020103020101040b2c090402312e0403322e333010
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-double-wrap-is-not-valid-ASN-#-truncated-ASN-#-value--new-wrong-tag-nested-asn#-error @double wrap: truncated ASN.1 value: version, inside it | 718: 048202ca318202c6300c0202270f0201010403010203301102011302010104092c0704013104022e303013020103020101040b2c090402312e0403322e333010
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-double-wrap-is-not-valid-ASN-#-truncated-ASN-#-value--new-wrong-tag-nested-asn#-error-nested-asn#-error @double wrap: truncated ASN.1 value: version, inside it | 718: 048202ca318202c6300c0202270f0201010403010203301102011302010104092c0704013104022e303013020103020101040b2c090402312e0403322e333010
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-double-wrap-is-not-valid-ASN-#-truncated-ASN-#-value--new-wrong-tag-nested-asn#-error-nested-asn#-error-nested-asn#-error @double wrap: truncated ASN.1 value: version, inside it | 718: 048202ca318202c6300c0202270f0201010403010203301102011302010104092c0704013104022e303013020103020101040b2c090402312e0403322e333010
L1 opaque ANY: version contents not parsed | 14 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-ASN-#-length-exceeds-input--new-boolean-is-wrong-length-nested-asn#-error-nested-asn#-error @ASN.1 length exceeds input: version, inside it | 423: 3180308002016f6d2e6578616d7572654c610417622e6261636b7961726462697264732e6578616d706c65000000003080020103020101248004010c04020131
L1 opaque ANY: version contents not parsed | 44 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-ASN-#-length-exceeds-input--new-field-missing-nested-asn#-error @ASN.1 length exceeds input: version, inside it | 407: 3180308002010002010104070c0558636f646500003080020101020101040302010000003080020104020101042d0c2b636f6d2e6578616d706c652e6e617475
L1 opaque ANY: version contents not parsed | 18 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-ASN-#-length-exceeds-input--new-header-too-long-bad-object-header-nested-asn#-error @ASN.1 length exceeds input: version, inside it | 186: 3180308002010002010104070c0558636f646500003080020101020101040302f8000000308002010276657273696f6e2d7461672d3165020101042d0c2b636f
L1 opaque ANY: version contents not parsed | 20 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-ASN-#-length-exceeds-input--new-header-too-long-bad-object-header-nested-asn#-error-nested-asn#-error @ASN.1 length exceeds input: version, inside it | 521: 3180308002016f6d2e6578616d706c652e617070301b0201000201010401248004030c05580404636f6465000000003080020101020101248004010204020100
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-ASN-#-length-exceeds-input--new-header-too-long-bad-object-header-nested-asn#-error-nested-asn#-error-nested-asn#-error @ASN.1 length exceeds input: version, inside it | 521: 3180308002016f6d2e6578616d706c652e617070301b0201000201010401248004030c05580404636f6465000000003080020101020101248004010204020100
L1 opaque ANY: version contents not parsed | 4 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-ASN-#-length-exceeds-input--new-illegal-zero-content @ASN.1 length exceeds input: version, inside it | 186: 3180308002010002010104070c0558636f64650000308002010102010104030200fc0000308002010276657273696f6e2d7461672d3165020101042d0c2b636f
L1 opaque ANY: version contents not parsed | 10 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-ASN-#-length-exceeds-input--new-illegal-zero-content-nested-asn#-error-nested-asn#-error @ASN.1 length exceeds input: version, inside it | 521: 3180308002016f6d2e6578616d706c652e617070301b0201000201010401248004030c05580404636f6465000000003080020101020101248004010204020100
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-ASN-#-length-exceeds-input--new-missing-eoc @ASN.1 length exceeds input: version, inside it | 1849: 318030800201080201012480040116040100000000003080020114020101248004010c0401000000000030800201010201012480040102040201000000000030
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-ASN-#-length-exceeds-input--new-missing-eoc-nested-asn#-error @ASN.1 length exceeds input: version, inside it | 333: 31803080020100020101248004030c05580404636f6400000000003080020102020101248004011604010000000000308002010c600201012480040b16143230
L1 opaque ANY: version contents not parsed | 12 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-ASN-#-length-exceeds-input--new-mstring-not-universal @ASN.1 length exceeds input: version, inside it | 186: 318030800201000201010407b90558636f64650000308002010102010104030201000000308002010276657273696f6e2d7461672d3265020101042d0c2b636f
L1 opaque ANY: version contents not parsed | 21 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-ASN-#-length-exceeds-input--new-mstring-wrong-tag @ASN.1 length exceeds input: version, inside it | 186: 3180308002010002010104070c0558636f64650000308002010201010104030201000000308002010276657273696f6e2d7461672d3165020101042d0c2b636f
L1 opaque ANY: version contents not parsed | 1 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-ASN-#-length-exceeds-input--new-negative-receipt-integer @ASN.1 length exceeds input: version, inside it | 407: 3180308002010002010104070c0558636f64650000308002010102010104030201ff00003080020102020101042d0c2b636f6d2e6578616d706c652e6e617475
L1 opaque ANY: version contents not parsed | 6 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-ASN-#-length-exceeds-input--new-nested-asn#-string-nested-asn#-error-nested-asn#-error @ASN.1 length exceeds input: version, inside it | 1853: 318030800201080201012480040116040100000000003080020114020101248004010c0401000000000030800201010201012480040102040201000000000030
L1 opaque ANY: version contents not parsed | 4 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-ASN-#-length-exceeds-input--new-null-is-wrong-length-nested-asn#-error-nested-asn#-error @ASN.1 length exceeds input: version, inside it | 1849: 318030800201080201012480040116040100000000003080020114020101248004010c0401000000000030800201010201012480040102040201000000000030
L1 opaque ANY: version contents not parsed | 9 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-ASN-#-length-exceeds-input--new-sequence-length-mismatch-nested-asn#-error @ASN.1 length exceeds input: version, inside it | 428: 3180308002010002010104070c0558636f646500003080020101020101040302010000003080020102020101042d0c2b636f6d2e6578616d706c652e6e617475
L1 opaque ANY: version contents not parsed | 4 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-ASN-#-length-exceeds-input--new-sequence-not-constructed-nested-asn#-error @ASN.1 length exceeds input: version, inside it | 1849: 318030800201080201012480040116040100000000003080020114020101248004010c0401000000000030800201010201012480040102040201000000000030
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-ASN-#-length-exceeds-input--new-too-long-bad-object-header-nested-asn#-error @ASN.1 length exceeds input: version, inside it | 546: 3180308002016f6d2e6578616d706c652e617070261b02010002010104130c1150726f64756374696f6e53616e64626f78301c00020101248004030c05580404
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-ASN-#-length-exceeds-input--new-too-long-bad-object-header-nested-asn#-error-nested-asn#-error-nested-asn#-error @ASN.1 length exceeds input: version, inside it | 423: 3180308002016f6d2e6578616d7572654c610417622e6261636b7961726462697264732e6578616d706c65000000003080020103020101248004010c04020131
L1 opaque ANY: version contents not parsed | 5 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-ASN-#-length-exceeds-input--new-too-small @ASN.1 length exceeds input: version, inside it | 122: 3180308002010002010104070c0558636f64650000308002010102010104030201000000308002010208020101240216000000308002010c7a02010104161614
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-ASN-#-length-exceeds-input--new-trailing-bytes @ASN.1 length exceeds input: version, inside it | 735: 318030800202270f430101248004010104020203000000003080020113ed020101248004020c030403312e30000000003080020103020101248004030c053104
L1 opaque ANY: version contents not parsed | 5 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-ASN-#-length-exceeds-input--new-type-not-primitive-nested-asn#-error-nested-asn#-error @ASN.1 length exceeds input: version, inside it | 1849: 318030800201080201012480040116040100000000003080020114020101248004010c0401000000000030800201010201012480040102040201000000000030
L1 opaque ANY: version contents not parsed | 4 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-ASN-#-length-exceeds-input--new-unexpected-eoc-nested-asn#-error @ASN.1 length exceeds input: version, inside it | 1853: 318030800201080201012480040116040100000000003080020114020101248004010c0401000000000030800201010201012480040102040201000000000030
L1 opaque ANY: version contents not parsed | 21 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-ASN-#-length-exceeds-input--new-unexpected-eoc-nested-asn#-error-nested-asn#-error @ASN.1 length exceeds input: version, inside it | 437: 3180308002016f6d2e6578616d7572656c610417622e6261636b7961726462697264732e6578616d706c65000000003080020103020101248004010c04020131
L1 opaque ANY: version contents not parsed | 41 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-ASN-#-length-exceeds-input--new-unparseable-receipt-date @ASN.1 length exceeds input: version, inside it | 220: 3180308002010002010104070c0558636f64650000308002010102010104030201000000308002010276657273696f6e2d7461672d316a020101042d0c2b636f
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-ASN-#-length-exceeds-input--new-wrong-tag-nested-asn#-error @ASN.1 length exceeds input: version, inside it | 546: 3180308002016f6d2e6578616d706c652e617070301b02010002010104130c1150726f64756374696f6e53616e64626f78301c00020101248004030c05580404
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-ASN-#-length-exceeds-input--new-wrong-tag-nested-asn#-error-nested-asn#-error @ASN.1 length exceeds input: version, inside it | 382: 3180308002010002010104070c0558636f64650000308002010102010104030201000000308002010276657273696f6e2d7461672d3165020101042d0c2b636f
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-ASN-#-length-exceeds-input--new-wrong-tag-nested-asn#-error-nested-asn#-error-nested-asn#-error @ASN.1 length exceeds input: version, inside it | 502: 3180308002010030020101248004030c05580404636f6465000000003080020101020101248004010204020100000000003080020102020101248004160c2b63
L1 opaque ANY: version contents not parsed | 8 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-truncated-ASN-#-value--new-attribute-value-is-not-a-UTF#String-or-IA#String @truncated ASN.1 value: version, inside it | 391: 3180308002010002010104071a0558636f646500003080020101020101040302010000003080020102020101042d0c2b636f6d2e6578616d706c652e6e617475
L1 opaque ANY: version contents not parsed | 4 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-truncated-ASN-#-value--new-bmpstring-is-wrong-length-nested-asn#-error-nested-asn#-error @truncated ASN.1 value: version, inside it | 751: 318202eb30100202270f0201012407040101040202033011020113020101240904020c030403312e303013020103020101240b04030c053104042e322e333014
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-truncated-ASN-#-value--new-boolean-is-wrong-length-nested-asn#-error-nested-asn#-error @truncated ASN.1 value: version, inside it | 406: 3180308002010002010104070c0558636f646500003080020101020101040302010000003080020102020101042d0c2b636f6d2e6578616d706c652e6e617475
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-truncated-ASN-#-value--new-field-missing-nested-asn#-error @truncated ASN.1 value: version, inside it | 177: 31803080020100fe0101248004030c055804041604010000000000308002010c0201012480040b1614323032332d31302d31040b395430313a34353a34305a00
L1 opaque ANY: version contents not parsed | 8 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-truncated-ASN-#-value--new-generalizedtime-is-too-short-nested-asn#-error-nested-asn#-error @truncated ASN.1 value: version, inside it | 714: 318202c6300c0202270f0201010403010203301102011302010104092c0704013104022e303013020103020101040b2c090402312e0403322e33301002010402
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-truncated-ASN-#-value--new-header-too-long-bad-object-header-nested-asn#-error @truncated ASN.1 value: version, inside it | 406: 318030800201000201010407f5faa79c6f646500003080020101020101040302010000003080020102020101042d0c2b636f6d2e6578616d706c652e6e617475
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-truncated-ASN-#-value--new-header-too-long-bad-object-header-nested-asn#-error-nested-asn#-error @truncated ASN.1 value: version, inside it | 372: 3180308002010002010104070c0558636f646500003080020101020101040302010000003080020102020101042d0c2b636f6d2e6578616d706c652e6e617475
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-truncated-ASN-#-value--new-header-too-long-bad-object-header-nested-asn#-error-nested-asn#-error-nested-asn#-error @truncated ASN.1 value: version, inside it | 177: 31803080020100fe0101248004030c055804041604010000000000308002010c0201012480040b1614323032332d30352d31040b395430313a34353a34305a00
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-truncated-ASN-#-value--new-illegal-padding-nested-asn#-error-nested-asn#-error @truncated ASN.1 value: version, inside it | 280: 3180308002010502010104141653abcba0767179556568e83f5041b638e29a8500003080020108f70101040216000000308002010c0201010416161432303233
L1 opaque ANY: version contents not parsed | 49 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-truncated-ASN-#-value--new-illegal-zero-content @truncated ASN.1 value: version, inside it | 406: 3180308002010002010104070c0558636f646500003080020101020101040302000000003080020102020101042d0c2b636f6d2e6578616d706c652e6e617475
